complaint_id,date,time,district,category,priority,status,description,resolution_days,latitude,longitude,upvotes
SV-2023-00151,2023-11-14,14:28,North,Garbage,High,In Progress,Garbage not collected for 12 days on Green Lane.,,37.821788,-122.406475,15
SV-2023-01473,2023-11-14,15:44,West,Garbage,Low,Closed,Decomposing waste near Central Market causing foul odour.,0.7,37.775628,-122.447916,1
SV-2023-01581,2023-11-14,07:13,Central,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on City Square.,7.9,37.755076,-122.448886,6
SV-2023-01316,2023-11-14,07:24,West,Water Supply,Medium,Resolved,Critically low water pressure throughout West district.,0.3,37.748499,-122.474856,8
SV-2023-00177,2023-11-14,15:25,Harbor,Electricity,High,In Progress,Streetlight not working near Sports Complex creating a dark and unsafe area.,,37.707983,-122.363071,11
SV-2023-01425,2023-11-15,14:30,Harbor,Garbage,Low,Resolved,Illegal dumping of construction waste spotted near Police Station.,0.3,37.736427,-122.405874,5
SV-2023-01983,2023-11-15,13:08,Central,Electricity,Low,Open,Power outage on Park Road for 3 hours with no update from utility.,,37.755051,-122.427237,4
SV-2023-01335,2023-11-15,13:43,Central,Roads,Medium,Closed,Road surface severely deteriorated near Bus Terminal; urgent repair needed.,9.0,37.738998,-122.454799,2
SV-2023-00770,2023-11-17,12:53,East,Noise,High,Closed,Night construction activity near Central Market violating city noise ordinance.,4.8,37.773431,-122.343056,18
SV-2023-01522,2023-11-17,21:57,East,Parks,Low,Resolved,Broken playground equipment at Community Center — hazardous for children.,29.4,37.754353,-122.360196,1
SV-2023-01770,2023-11-17,13:43,North,Electricity,High,Closed,Visible electrical sparks from exposed transformer near Park Road.,10.5,37.840748,-122.441913,3
SV-2023-00585,2023-11-17,13:39,Harbor,Electricity,High,Resolved,Power outage on Industrial Road for 24 hours with no update from utility.,0.3,37.737095,-122.402772,6
SV-2023-00198,2023-11-17,20:45,South,Safety,High,Resolved,Stray dogs attacking pedestrians near SmartVille School.,1.1,37.73299,-122.440323,0
SV-2023-01394,2023-11-19,14:19,East,Noise,Medium,Open,Night construction activity near Bus Terminal violating city noise ordinance.,,37.74543,-122.347373,11
SV-2023-00794,2023-11-20,18:31,Central,Water Supply,High,Closed,Critically low water pressure throughout Central district.,0.3,37.805175,-122.429103,20
SV-2023-00077,2023-11-20,08:47,East,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Central Boulevard.,1.0,37.746691,-122.361892,23
SV-2023-00572,2023-11-20,14:55,East,Roads,Low,Resolved,Damaged road markings near SmartVille Station creating a safety hazard.,2.1,37.766492,-122.339592,3
SV-2023-00772,2023-11-21,15:27,East,Water Supply,Critical,Closed,Visible pipe leakage causing water wastage near Shopping Mall.,0.5,37.758654,-122.378145,11
SV-2023-00336,2023-11-22,14:17,South,Water Supply,Medium,Closed,No water supply for 4 hours in Park Road area.,4.4,37.692051,-122.425464,3
SV-2023-00199,2023-11-23,10:29,North,Noise,Low,In Progress,Heavy industrial machinery noise from North factory during quiet hours.,,37.821777,-122.422346,0
SV-2023-00764,2023-11-23,20:53,Harbor,Parks,Low,Resolved,Poor maintenance of Harbor Community Park; overgrown grass.,0.3,37.750778,-122.37797,1
SV-2023-01384,2023-11-23,19:40,North,Noise,Low,In Progress,Loud music from commercial venue on Oak Avenue disturbing residents at night.,,37.818339,-122.391986,4
SV-2023-01253,2023-11-23,19:11,Harbor,Roads,High,Closed,Collapsed pavement on Harbor Drive blocking one lane of traffic.,5.2,37.756912,-122.406201,0
SV-2023-00781,2023-11-24,14:30,Harbor,Water Supply,Medium,Resolved,Brown discoloured water from taps on Maple Drive.,5.1,37.746294,-122.418166,0
SV-2023-01391,2023-11-24,19:33,East,Parks,Low,Resolved,Damaged and unsafe park benches near Elm Street.,12.6,37.768414,-122.331407,0
SV-2023-01856,2023-11-24,15:36,North,Parks,Low,Resolved,Poor maintenance of North Community Park; overgrown grass.,13.1,37.83459,-122.403787,2
SV-2023-01619,2023-11-24,21:15,Harbor,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Commerce Way.,4.6,37.742415,-122.38229,2
SV-2023-00698,2023-11-25,12:57,South,Parks,Low,In Progress,Poor maintenance of South Community Park; overgrown grass.,,37.747245,-122.43104,2
SV-2023-01592,2023-11-25,18:40,South,Water Supply,High,Resolved,Brown discoloured water from taps on Maple Drive.,15.5,37.696047,-122.459203,16
SV-2023-00449,2023-11-25,15:05,Harbor,Water Supply,Critical,Closed,Main water pipeline burst near Police Station; flooding the road.,4.2,37.731611,-122.418705,86
SV-2023-00129,2023-11-26,16:09,North,Garbage,Medium,Resolved,Illegal dumping of construction waste spotted near Community Center.,2.5,37.826599,-122.436918,1
SV-2023-01767,2023-11-26,14:10,West,Safety,High,In Progress,Dangerous intersection at Maple Drive and City Hall with no traffic signal.,,37.798627,-122.490245,13
SV-2023-00881,2023-11-27,13:54,Harbor,Garbage,Low,Resolved,Garbage pile blocking pedestrian footpath on Elm Street.,31.2,37.738315,-122.366136,0
SV-2023-00534,2023-11-27,09:40,West,Parks,High,Resolved,Poor maintenance of West Community Park; overgrown grass.,0.3,37.782748,-122.475802,17
SV-2023-01364,2023-11-27,09:18,North,Roads,Medium,Resolved,Road surface severely deteriorated near Community Center; urgent repair needed.,10.0,37.807774,-122.472457,1
SV-2023-01607,2023-11-27,11:35,Central,Safety,High,Resolved,Dangerous intersection at Main Street and Police Station with no traffic signal.,1.1,37.754689,-122.429738,8
SV-2023-01107,2023-11-28,17:52,Harbor,Parks,Medium,Closed,Broken playground equipment at SmartVille Station — hazardous for children.,27.6,37.737294,-122.395881,2
SV-2023-01463,2023-11-28,10:28,Central,Water Supply,High,Resolved,Brown discoloured water from taps on Main Street.,2.2,37.76778,-122.414437,36
SV-2023-01053,2023-11-29,08:45,Harbor,Garbage,High,Resolved,Decomposing waste near Sports Complex causing foul odour.,5.1,37.722479,-122.371872,38
SV-2023-00145,2023-11-29,09:51,Harbor,Noise,High,Closed,Excessive construction noise at Convention Centre continues after permitted hours.,2.0,37.740498,-122.387707,4
SV-2023-00507,2023-11-30,12:39,Harbor,Water Supply,High,Resolved,Critically low water pressure throughout Harbor district.,6.1,37.74771,-122.373816,16
SV-2023-01891,2023-11-30,09:11,North,Electricity,Critical,Resolved,Frequent power fluctuations in North district damaging appliances.,0.5,37.804179,-122.414662,44
SV-2023-00977,2023-11-30,17:28,South,Noise,Medium,Resolved,Excessive construction noise at Bus Terminal continues after permitted hours.,3.4,37.701525,-122.39786,7
SV-2023-01817,2023-11-30,17:42,East,Garbage,Medium,Closed,Decomposing waste near Police Station causing foul odour.,0.3,37.767146,-122.376524,1
SV-2023-00265,2023-12-01,07:40,South,Noise,Medium,Resolved,Night construction activity near Central Market violating city noise ordinance.,2.7,37.731619,-122.381061,10
SV-2023-00048,2023-12-01,13:44,South,Water Supply,Medium,Resolved,Critically low water pressure throughout South district.,1.0,37.723147,-122.441903,8
SV-2023-00941,2023-12-01,12:35,West,Electricity,Medium,Resolved,Frequent power fluctuations in West district damaging appliances.,2.2,37.789312,-122.474142,0
SV-2023-00630,2023-12-02,14:41,West,Roads,Medium,In Progress,Bridge surface cracking on Civic Center Way near West area.,,37.778968,-122.459477,3
SV-2023-01444,2023-12-02,07:40,North,Garbage,Medium,Closed,Decomposing waste near Tech Park causing foul odour.,13.3,37.812224,-122.413198,3
SV-2023-01429,2023-12-02,13:23,West,Electricity,High,Closed,Frequent power fluctuations in West district damaging appliances.,3.9,37.758543,-122.478975,1
SV-2023-01971,2023-12-02,12:37,South,Garbage,High,In Progress,Garbage not collected for 4 days on Green Lane.,,37.736849,-122.406015,1
SV-2023-00207,2023-12-02,21:39,South,Noise,Critical,Closed,Heavy industrial machinery noise from South factory during quiet hours.,2.2,37.737493,-122.420557,67
SV-2023-00949,2023-12-03,09:17,South,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Waterfront Road.,0.5,37.754228,-122.415593,96
SV-2023-01305,2023-12-03,08:58,East,Garbage,Medium,Open,Illegal dumping of construction waste spotted near Police Station.,,37.761091,-122.368956,1
SV-2023-01027,2023-12-03,11:22,North,Garbage,High,Resolved,Illegal dumping of construction waste spotted near SmartVille Hospital.,2.3,37.825814,-122.421098,3
SV-2023-01997,2023-12-03,18:40,North,Noise,Medium,Closed,Loud music from commercial venue on Elm Street disturbing residents at night.,16.9,37.819958,-122.42021,16
SV-2023-00801,2023-12-04,07:41,West,Noise,Low,Closed,Loud music from commercial venue on Harbor Drive disturbing residents at night.,3.0,37.740215,-122.470302,5
SV-2023-00531,2023-12-05,08:53,West,Water Supply,Low,Closed,No water supply for 4 hours in Industrial Road area.,2.3,37.797385,-122.488837,0
SV-2023-00285,2023-12-05,15:27,Harbor,Water Supply,High,Resolved,Visible pipe leakage causing water wastage near Police Station.,3.0,37.742306,-122.402259,5
SV-2023-00021,2023-12-05,08:32,South,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Grand Library.,22.5,37.726505,-122.392315,2
SV-2023-01297,2023-12-05,16:49,Harbor,Electricity,Medium,Closed,Exposed live wiring near SmartVille Station posing a serious electrocution risk.,4.0,37.760247,-122.367222,8
SV-2023-00607,2023-12-05,20:21,Harbor,Noise,High,Closed,Loud music from commercial venue on Commerce Way disturbing residents at night.,2.8,37.73009,-122.411973,8
SV-2023-01935,2023-12-05,17:37,North,Roads,High,In Progress,Bridge surface cracking on Commerce Way near North area.,,37.814548,-122.39577,27
SV-2023-01686,2023-12-05,08:02,Harbor,Roads,Critical,Resolved,Road surface severely deteriorated near Central Market; urgent repair needed.,0.9,37.741566,-122.408651,14
SV-2023-01170,2023-12-06,13:37,East,Garbage,Medium,In Progress,Decomposing waste near Sports Complex causing foul odour.,,37.760606,-122.350876,0
SV-2023-00280,2023-12-06,19:27,North,Roads,Medium,Resolved,Bridge surface cracking on Industrial Road near North area.,0.3,37.797472,-122.394012,13
SV-2023-00399,2023-12-07,17:11,South,Roads,Low,Resolved,Road surface severely deteriorated near Grand Library; urgent repair needed.,5.4,37.710168,-122.412948,1
SV-2023-01310,2023-12-07,20:43,Central,Garbage,High,Resolved,Decomposing waste near Sports Complex causing foul odour.,6.1,37.750967,-122.40866,7
SV-2023-01877,2023-12-07,07:08,Harbor,Roads,High,In Progress,Street flooding due to blocked drainage on Elm Street.,,37.73976,-122.396169,7
SV-2023-01594,2023-12-07,21:22,West,Noise,Medium,Closed,Loud music from commercial venue on Civic Center Way disturbing residents at night.,3.6,37.744601,-122.465543,16
SV-2023-00332,2023-12-10,07:48,West,Safety,Critical,Resolved,Poor street lighting on Industrial Road creating safety concerns at night.,1.3,37.780159,-122.4736,21
SV-2023-01119,2023-12-10,09:36,Harbor,Water Supply,High,Resolved,Main water pipeline burst near Bus Terminal; flooding the road.,6.5,37.763666,-122.400179,7
SV-2023-00652,2023-12-10,11:17,Central,Garbage,Medium,Resolved,Overflowing bins near Police Station attracting pests and rodents.,2.6,37.734538,-122.403933,7
SV-2023-00004,2023-12-11,08:05,East,Garbage,High,Resolved,Garbage not collected for 3 days on City Square.,1.6,37.722974,-122.342893,6
SV-2023-01228,2023-12-12,16:25,North,Garbage,Medium,Resolved,Decomposing waste near SmartVille Hospital causing foul odour.,0.4,37.818239,-122.439943,6
SV-2023-01711,2023-12-12,08:32,Central,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Waterfront Road.,5.5,37.76691,-122.412022,0
SV-2023-01143,2023-12-12,17:01,North,Roads,High,Resolved,Street flooding due to blocked drainage on Central Boulevard.,8.5,37.841486,-122.429996,50
SV-2023-00973,2023-12-12,16:27,South,Parks,High,Closed,Damaged and unsafe park benches near Elm Street.,1.7,37.735054,-122.415701,29
SV-2023-01346,2023-12-12,21:40,West,Noise,Medium,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,2.9,37.761922,-122.459024,0
SV-2023-00379,2023-12-12,20:50,South,Garbage,High,Closed,Garbage not collected for 4 days on Sunrise Road.,8.6,37.721473,-122.42178,8
SV-2023-00711,2023-12-13,18:07,West,Roads,Low,Resolved,Street flooding due to blocked drainage on Main Street.,24.8,37.767633,-122.465131,0
SV-2023-01208,2023-12-13,13:16,South,Safety,Medium,Resolved,Stray dogs attacking pedestrians near Grand Library.,1.8,37.740629,-122.433993,3
SV-2023-00919,2023-12-14,10:26,East,Safety,High,Closed,Crumbling boundary wall near Sports Complex poses imminent collapse risk.,8.0,37.759365,-122.348209,4
SV-2023-01765,2023-12-14,15:34,North,Garbage,Medium,In Progress,Overflowing bins near Bus Terminal attracting pests and rodents.,,37.838242,-122.398177,3
SV-2023-00856,2023-12-14,15:02,Harbor,Noise,Medium,Resolved,Loud music from commercial venue on City Square disturbing residents at night.,26.5,37.745964,-122.380399,2
SV-2023-00098,2023-12-15,21:50,East,Safety,Low,Closed,Crumbling boundary wall near Police Station poses imminent collapse risk.,25.8,37.7552,-122.355614,0
SV-2023-00627,2023-12-15,10:52,West,Noise,Medium,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,0.5,37.779668,-122.479071,0
SV-2023-00727,2023-12-15,21:58,North,Water Supply,Medium,Resolved,Visible pipe leakage causing water wastage near SmartVille Station.,23.6,37.824537,-122.42677,3
SV-2023-00917,2023-12-15,19:05,South,Water Supply,High,Closed,Critically low water pressure throughout South district.,1.4,37.701649,-122.40318,42
SV-2023-01225,2023-12-16,18:53,West,Safety,High,Closed,Dangerous intersection at Maple Drive and SmartVille Hospital with no traffic signal.,19.9,37.746075,-122.481101,39
SV-2023-00425,2023-12-16,12:52,North,Water Supply,Critical,Resolved,Main water pipeline burst near Shopping Mall; flooding the road.,6.3,37.818301,-122.421546,54
SV-2023-01433,2023-12-16,19:55,East,Electricity,High,In Progress,Visible electrical sparks from exposed transformer near Maple Drive.,,37.772645,-122.369398,1
SV-2023-01388,2023-12-16,11:43,East,Garbage,Medium,In Progress,Overflowing bins near City Hall attracting pests and rodents.,,37.783011,-122.357988,7
SV-2023-01819,2023-12-16,07:35,Central,Safety,Medium,Resolved,Stray dogs attacking pedestrians near Police Station.,21.3,37.735091,-122.40398,3
SV-2023-01859,2023-12-17,20:23,South,Water Supply,Critical,Resolved,Main water pipeline burst near Tech Park; flooding the road.,2.3,37.745747,-122.424118,76
SV-2023-01390,2023-12-17,17:43,East,Water Supply,Medium,In Progress,Visible pipe leakage causing water wastage near University Campus.,,37.755782,-122.360034,8
SV-2023-00404,2023-12-17,21:31,East,Water Supply,Medium,Closed,Critically low water pressure throughout East district.,5.5,37.775128,-122.356272,21
SV-2023-00035,2023-12-18,10:43,West,Garbage,Medium,Resolved,Garbage not collected for 12 days on Oak Avenue.,2.9,37.766538,-122.474572,1
SV-2023-01864,2023-12-18,15:38,Central,Garbage,Low,Closed,Decomposing waste near SmartVille School causing foul odour.,25.4,37.785501,-122.439437,0
SV-2023-00385,2023-12-19,09:53,Harbor,Parks,Medium,In Progress,Broken playground equipment at City Hall — hazardous for children.,,37.740186,-122.413613,3
SV-2023-01830,2023-12-19,07:35,Central,Parks,High,Closed,Overgrown vegetation blocking the main pathway at Bus Terminal.,1.0,37.747252,-122.44467,0
SV-2023-00565,2023-12-19,16:41,North,Garbage,Low,Resolved,Garbage pile blocking pedestrian footpath on Green Lane.,2.5,37.813488,-122.414958,3
SV-2023-00216,2023-12-20,19:51,North,Roads,Medium,Closed,Street flooding due to blocked drainage on Civic Center Way.,2.5,37.792568,-122.434372,3
SV-2023-01294,2023-12-20,17:00,Harbor,Garbage,Low,Closed,Garbage pile blocking pedestrian footpath on Green Lane.,1.0,37.720948,-122.434965,5
SV-2023-00174,2023-12-20,10:46,West,Roads,High,Closed,Street flooding due to blocked drainage on Park Road.,0.7,37.783626,-122.496599,22
SV-2023-00109,2023-12-20,16:19,West,Noise,Medium,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,20.8,37.809416,-122.494549,2
SV-2023-00045,2023-12-20,18:50,South,Electricity,Critical,In Progress,Exposed live wiring near University Campus posing a serious electrocution risk.,,37.729395,-122.414654,91
SV-2023-00193,2023-12-21,15:57,South,Roads,Medium,Resolved,Bridge surface cracking on Central Boulevard near South area.,1.9,37.71941,-122.429782,5
SV-2023-01471,2023-12-22,14:55,West,Roads,High,In Progress,Collapsed pavement on Central Boulevard blocking one lane of traffic.,,37.732212,-122.467702,1
SV-2023-00069,2023-12-22,15:27,West,Roads,Medium,Resolved,Damaged road markings near Shopping Mall creating a safety hazard.,0.8,37.77082,-122.491729,5
SV-2023-01332,2023-12-22,14:42,West,Electricity,Low,Closed,Streetlight not working near Tech Park creating a dark and unsafe area.,32.2,37.789629,-122.458402,7
SV-2023-01161,2023-12-22,17:18,West,Garbage,High,In Progress,Decomposing waste near Fire Station causing foul odour.,,37.768327,-122.484311,14
SV-2023-01650,2023-12-23,10:17,East,Garbage,Medium,Resolved,Decomposing waste near SmartVille School causing foul odour.,0.3,37.791351,-122.332274,2
SV-2023-01068,2023-12-23,21:06,South,Noise,Medium,Closed,Excessive construction noise at City Hall continues after permitted hours.,17.6,37.727345,-122.410086,1
SV-2023-01132,2023-12-23,18:35,West,Noise,Medium,Resolved,Night construction activity near Tech Park violating city noise ordinance.,21.8,37.769873,-122.483881,0
SV-2023-00559,2023-12-23,21:52,East,Safety,Medium,Closed,Crumbling boundary wall near City Hall poses imminent collapse risk.,30.5,37.734373,-122.346538,6
SV-2023-01469,2023-12-23,18:44,West,Electricity,Critical,Resolved,Visible electrical sparks from exposed transformer near Green Lane.,0.5,37.772608,-122.474943,36
SV-2023-00678,2023-12-23,13:00,East,Water Supply,Medium,Resolved,No water supply for 5 hours in Green Lane area.,2.9,37.760353,-122.35028,2
SV-2023-01484,2023-12-24,17:11,East,Water Supply,Critical,Resolved,Main water pipeline burst near Community Center; flooding the road.,0.4,37.774185,-122.343773,31
SV-2023-01193,2023-12-24,21:45,East,Electricity,Low,Resolved,Visible electrical sparks from exposed transformer near Waterfront Road.,18.8,37.774505,-122.345436,0
SV-2023-01318,2023-12-24,19:41,East,Safety,High,Closed,Dangerous intersection at Sunrise Road and Community Center with no traffic signal.,1.1,37.777573,-122.370403,12
SV-2023-00845,2023-12-25,11:18,West,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Industrial Road.,1.4,37.770383,-122.464039,29
SV-2023-00135,2023-12-25,20:35,East,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Sunrise Road.,0.9,37.760149,-122.382105,11
SV-2023-01216,2023-12-25,16:41,Harbor,Garbage,Low,Resolved,Garbage not collected for 3 days on Waterfront Road.,12.5,37.744612,-122.381298,1
SV-2023-00157,2023-12-25,11:41,West,Noise,Low,Closed,Excessive construction noise at SmartVille School continues after permitted hours.,20.6,37.779536,-122.454052,1
SV-2023-01604,2023-12-26,07:16,West,Safety,Critical,Closed,Dangerous intersection at Pine Avenue and Fire Station with no traffic signal.,0.3,37.746345,-122.46572,2
SV-2023-01156,2023-12-27,11:07,Harbor,Roads,Medium,Resolved,Damaged road markings near Bus Terminal creating a safety hazard.,9.4,37.73371,-122.403906,11
SV-2023-01174,2023-12-27,17:53,North,Garbage,Low,Closed,Decomposing waste near Grand Library causing foul odour.,0.7,37.782599,-122.425765,5
SV-2023-01112,2023-12-27,20:34,East,Safety,High,Closed,Abandoned vehicle blocking emergency access lane on Pine Avenue.,12.3,37.767042,-122.356182,6
SV-2023-01214,2023-12-27,10:21,East,Roads,Medium,In Progress,Large pothole on Harbor Drive causing vehicle damage and safety risk.,,37.789267,-122.337106,0
SV-2023-01860,2023-12-28,20:52,West,Water Supply,High,Resolved,Visible pipe leakage causing water wastage near SmartVille School.,4.8,37.75643,-122.496307,6
SV-2023-00494,2023-12-28,17:25,East,Water Supply,High,Closed,No water supply for 6 hours in Civic Center Way area.,1.5,37.794766,-122.341774,12
SV-2023-01553,2023-12-28,08:04,Harbor,Parks,Low,Resolved,Damaged and unsafe park benches near Industrial Road.,2.5,37.759658,-122.399862,0
SV-2023-01065,2023-12-28,17:18,South,Parks,Low,Closed,Broken playground equipment at Central Market — hazardous for children.,3.6,37.717773,-122.411759,0
SV-2023-01273,2023-12-28,19:49,East,Parks,Low,Resolved,Damaged and unsafe park benches near Park Road.,5.8,37.732859,-122.365712,1
SV-2023-00514,2023-12-30,12:43,East,Safety,Critical,Closed,Abandoned vehicle blocking emergency access lane on Green Lane.,3.3,37.807894,-122.380035,41
SV-2023-00574,2023-12-30,17:19,South,Electricity,Medium,In Progress,Visible electrical sparks from exposed transformer near Civic Center Way.,,37.755227,-122.424345,8
SV-2023-00810,2023-12-30,11:37,North,Electricity,Low,Closed,Frequent power fluctuations in North district damaging appliances.,4.7,37.788862,-122.424156,0
SV-2023-00350,2023-12-30,21:53,Harbor,Water Supply,Medium,Resolved,Brown discoloured water from taps on Civic Center Way.,5.9,37.74403,-122.365445,0
SV-2023-01529,2023-12-30,16:51,East,Electricity,Critical,Resolved,Streetlight not working near Convention Centre creating a dark and unsafe area.,0.3,37.773936,-122.368034,106
SV-2023-00073,2023-12-30,19:16,South,Electricity,High,Resolved,Power outage on Industrial Road for 3 hours with no update from utility.,0.8,37.72572,-122.44902,22
SV-2024-00827,2024-01-01,17:10,North,Safety,Critical,In Progress,Dangerous intersection at Elm Street and Bus Terminal with no traffic signal.,,37.824715,-122.442592,36
SV-2024-01962,2024-01-02,17:48,Harbor,Parks,Medium,Closed,Damaged and unsafe park benches near City Square.,10.5,37.759912,-122.386387,0
SV-2024-01455,2024-01-03,20:43,South,Water Supply,Medium,Closed,Brown discoloured water from taps on Commerce Way.,9.8,37.711724,-122.410219,0
SV-2024-00805,2024-01-03,17:06,Central,Electricity,Medium,Resolved,Frequent power fluctuations in Central district damaging appliances.,17.9,37.767004,-122.416186,9
SV-2024-01230,2024-01-03,14:40,Central,Water Supply,High,Resolved,No water supply for 8 hours in Central Boulevard area.,2.9,37.786078,-122.424598,40
SV-2024-01570,2024-01-04,12:21,North,Garbage,High,Resolved,Decomposing waste near SmartVille School causing foul odour.,13.0,37.823153,-122.437375,35
SV-2024-00413,2024-01-04,19:43,South,Parks,Low,Closed,Broken playground equipment at Convention Centre — hazardous for children.,0.4,37.737929,-122.433622,1
SV-2024-00724,2024-01-05,13:40,Harbor,Garbage,Low,Resolved,Garbage not collected for 4 days on Industrial Road.,22.0,37.710923,-122.42664,2
SV-2024-00834,2024-01-05,17:42,South,Safety,Critical,Resolved,Poor street lighting on Park Road creating safety concerns at night.,0.3,37.741235,-122.416506,66
SV-2024-01930,2024-01-05,15:17,East,Water Supply,Critical,Resolved,Visible pipe leakage causing water wastage near City Hall.,1.4,37.74157,-122.374722,84
SV-2024-01402,2024-01-05,21:49,East,Water Supply,Medium,Resolved,Critically low water pressure throughout East district.,1.2,37.774701,-122.341582,0
SV-2024-01991,2024-01-06,19:48,Harbor,Garbage,Low,Resolved,Garbage pile blocking pedestrian footpath on Central Boulevard.,14.1,37.709209,-122.397076,0
SV-2024-01333,2024-01-06,12:32,Central,Electricity,High,Resolved,Power outage on Waterfront Road for 4 hours with no update from utility.,19.1,37.750364,-122.405703,28
SV-2024-01723,2024-01-07,08:06,Harbor,Safety,High,Closed,Poor street lighting on Green Lane creating safety concerns at night.,0.3,37.752107,-122.358127,9
SV-2024-00204,2024-01-07,15:18,North,Electricity,High,Resolved,Exposed live wiring near Community Center posing a serious electrocution risk.,7.7,37.797653,-122.434693,8
SV-2024-01694,2024-01-08,09:25,North,Roads,Low,Closed,Street flooding due to blocked drainage on Pine Avenue.,25.6,37.843279,-122.3849,0
SV-2024-01005,2024-01-08,15:10,East,Parks,Low,Resolved,Poor maintenance of East Community Park; overgrown grass.,14.6,37.777996,-122.340176,3
SV-2024-01380,2024-01-08,17:02,East,Roads,Critical,Resolved,Street flooding due to blocked drainage on Industrial Road.,0.3,37.787124,-122.350516,6
SV-2024-00275,2024-01-09,08:59,East,Electricity,Critical,Resolved,Exposed live wiring near Fire Station posing a serious electrocution risk.,2.4,37.751618,-122.34725,3
SV-2024-01421,2024-01-09,21:59,North,Water Supply,Low,Resolved,Critically low water pressure throughout North district.,81.4,37.835638,-122.441354,0
SV-2024-00467,2024-01-10,13:14,Harbor,Electricity,High,Resolved,Frequent power fluctuations in Harbor district damaging appliances.,2.4,37.751145,-122.352965,1
SV-2024-01757,2024-01-11,17:48,Harbor,Garbage,High,Resolved,Garbage not collected for 4 days on Sunrise Road.,0.3,37.742459,-122.389543,3
SV-2024-01218,2024-01-11,19:35,South,Parks,Low,Closed,Poor maintenance of South Community Park; overgrown grass.,8.8,37.706215,-122.420621,1
SV-2024-01801,2024-01-11,17:01,Central,Garbage,Low,Closed,Garbage pile blocking pedestrian footpath on Pine Avenue.,16.7,37.77918,-122.433074,0
SV-2024-00556,2024-01-11,21:37,South,Garbage,High,In Progress,Garbage pile blocking pedestrian footpath on Green Lane.,,37.748311,-122.415492,32
SV-2024-01295,2024-01-12,16:49,East,Garbage,Medium,Resolved,Overflowing bins near Community Center attracting pests and rodents.,9.2,37.774717,-122.395092,0
SV-2024-00330,2024-01-13,10:18,East,Garbage,High,Resolved,Illegal dumping of construction waste spotted near Shopping Mall.,4.8,37.799402,-122.380634,2
SV-2024-01990,2024-01-13,11:32,North,Water Supply,Medium,Resolved,Visible pipe leakage causing water wastage near Sports Complex.,20.5,37.834611,-122.414025,4
SV-2024-01865,2024-01-14,12:01,Harbor,Noise,Medium,Closed,Heavy industrial machinery noise from Harbor factory during quiet hours.,16.5,37.777328,-122.404153,1
SV-2024-01308,2024-01-14,07:39,Harbor,Water Supply,High,Resolved,Visible pipe leakage causing water wastage near Bus Terminal.,1.8,37.759704,-122.420756,5
SV-2024-01775,2024-01-14,17:03,East,Safety,Medium,Resolved,Dangerous intersection at Industrial Road and Fire Station with no traffic signal.,1.5,37.772482,-122.324781,7
SV-2024-01547,2024-01-15,14:19,Central,Garbage,Medium,Closed,Overflowing bins near Central Market attracting pests and rodents.,4.8,37.784749,-122.41237,0
SV-2024-00184,2024-01-15,12:28,Central,Electricity,Medium,Resolved,Visible electrical sparks from exposed transformer near Waterfront Road.,0.5,37.789278,-122.43049,0
SV-2024-01508,2024-01-15,07:09,Harbor,Parks,Low,Resolved,Broken playground equipment at Bus Terminal — hazardous for children.,13.5,37.744441,-122.407915,1
SV-2024-00537,2024-01-16,19:05,South,Noise,Low,Resolved,Excessive construction noise at Sports Complex continues after permitted hours.,9.9,37.717686,-122.453873,1
SV-2024-01665,2024-01-16,21:13,East,Noise,Critical,Resolved,Loud music from commercial venue on Civic Center Way disturbing residents at night.,1.4,37.763884,-122.355831,137
SV-2024-00552,2024-01-16,13:48,West,Safety,Critical,Resolved,Crumbling boundary wall near Tech Park poses imminent collapse risk.,2.1,37.737532,-122.48639,96
SV-2024-00133,2024-01-17,19:08,East,Electricity,Critical,Resolved,Power outage on Pine Avenue for 12 hours with no update from utility.,1.1,37.768165,-122.359242,67
SV-2024-01145,2024-01-18,16:06,North,Roads,High,In Progress,Street flooding due to blocked drainage on Sunrise Road.,,37.80999,-122.422341,9
SV-2024-01598,2024-01-18,15:59,East,Parks,Medium,Resolved,Poor maintenance of East Community Park; overgrown grass.,17.4,37.745985,-122.365107,1
SV-2024-00236,2024-01-20,08:43,Harbor,Safety,High,Resolved,Stray dogs attacking pedestrians near Central Market.,9.8,37.71571,-122.379461,0
SV-2024-01098,2024-01-20,09:36,East,Roads,Medium,Closed,Collapsed pavement on Oak Avenue blocking one lane of traffic.,3.8,37.80428,-122.370897,4
SV-2024-01128,2024-01-20,21:20,West,Noise,High,Resolved,Excessive construction noise at Central Market continues after permitted hours.,9.7,37.793329,-122.499929,0
SV-2024-00138,2024-01-21,13:29,South,Garbage,Medium,Resolved,Decomposing waste near SmartVille Hospital causing foul odour.,6.5,37.702499,-122.418569,4
